Live,Symbol,Percentage,Initial_Margin,Maintenance,Hedge,Margin_Calculation,Profit_Calculation,Trade,Comment
Live - 5,EURNOK, , , , , , , ,Symbol ignored: *
Live - 5,EURNOKq, , , , , , , ,Symbol ignored: *
Live - 5,EURNZD, , , , , , , ,Symbol ignored: *
Live - 5,EURNZDq, , , , , , , ,Symbol ignored: *
Live - 5,EURSGD, , , , , , , ,Symbol ignored: *
Live - 5,EURSGDq, , , , , , , ,Symbol ignored: *
Live - 5,EURSEK, , , , , , , ,Symbol ignored: *
Live - 5,EURSEKq, , , , , , , ,Symbol ignored: *
Live - 5,EURTRY, , , , , , , ,Symbol ignored: *
Live - 5,EURTRYq, , , , , , , ,Symbol ignored: *
Live - 5,EURUSD, , , , , , , ,Symbol ignored: *
Live - 5,EURUSDq, , , , , , , ,Symbol ignored: *
Live - 5,GBPAUD, , , , , , , ,Symbol ignored: *
Live - 5,GBPAUDq, , , , , , , ,Symbol ignored: *
Live - 5,GBPCAD, , , , , , , ,Symbol ignored: *
Live - 5,GBPCADq, , , , , , , ,Symbol ignored: *
Live - 5,GBPCHF, , , , , , , ,Symbol ignored: *
Live - 5,GBPCHFq, , , , , , , ,Symbol ignored: *
Live - 5,GBPJPY, , , , , , , ,Symbol ignored: *
Live - 5,GBPJPYq, , , , , , , ,Symbol ignored: *
Live - 5,GBPNZD, , , , , , , ,Symbol ignored: *
Live - 5,GBPNZDq, , , , , , , ,Symbol ignored: *
Live - 5,GBPSGDq, , , , , , , ,Symbol ignored: *
Live - 5,GBPUSD, , , , , , , ,Symbol ignored: *
Live - 5,GBPUSDq, , , , , , , ,Symbol ignored: *
Live - 5,NOKJPY, , , , , , , ,Symbol ignored: *
Live - 5,NOKJPYq, , , , , , , ,Symbol ignored: *
Live - 5,NOKSEK, , , , , , , ,Symbol ignored: *
Live - 5,NOKSEKq, , , , , , , ,Symbol ignored: *
Live - 5,NZDCAD, , , , , , , ,Symbol ignored: *
Live - 5,NZDCADq, , , , , , , ,Symbol ignored: *
Live - 5,NZDCHF, , , , , , , ,Symbol ignored: *
Live - 5,NZDCHFq, , , , , , , ,Symbol ignored: *
Live - 5,NZDJPY, , , , , , , ,Symbol ignored: *
Live - 5,NZDJPYq, , , , , , , ,Symbol ignored: *
Live - 5,NZDUSD, , , , , , , ,Symbol ignored: *
Live - 5,NZDUSDq, , , , , , , ,Symbol ignored: *
Live - 5,SGDJPY, , , , , , , ,Symbol ignored: *
Live - 5,SGDJPYq, , , , , , , ,Symbol ignored: *
Live - 5,USDCAD, , , , , , , ,Symbol ignored: *
Live - 5,USDCADq, , , , , , , ,Symbol ignored: *
Live - 5,USDCHF, , , , , , , ,Symbol ignored: *
Live - 5,USDCHFq, , , , , , , ,Symbol ignored: *
Live - 5,USDCNH, , , , , , , ,Symbol ignored: *
Live - 5,USDCNHq, , , , , , , ,Symbol ignored: *
Live - 5,USDDKK, , , , , , , ,Symbol ignored: *
Live - 5,USDDKKq, , , , , , , ,Symbol ignored: *
Live - 5,USDHKD, , , , , , , ,Symbol ignored: *
Live - 5,USDHKDq, , , , , , , ,Symbol ignored: *
Live - 5,USDHUF, , , , , , , ,Symbol ignored: *
Live - 5,USDHUFq, , , , , , , ,Symbol ignored: *
Live - 5,USDJPY, , , , , , , ,Symbol ignored: *
Live - 5,USDJPYq, , , , , , , ,Symbol ignored: *
Live - 5,USDMXN, , , , , , , ,Symbol ignored: *
Live - 5,USDMXNq, , , , , , , ,Symbol ignored: *
Live - 5,USDNOK, , , , , , , ,Symbol ignored: *
Live - 5,USDNOKq, , , , , , , ,Symbol ignored: *
Live - 5,USDPLN, , , , , , , ,Symbol ignored: *
Live - 5,USDPLNq, , , , , , , ,Symbol ignored: *
Live - 5,USDRUB, , , , , , , ,Symbol ignored: *
Live - 5,USDSEK, , , , , , , ,Symbol ignored: *
Live - 5,USDSEKq, , , , , , , ,Symbol ignored: *
Live - 5,USDSGD, , , , , , , ,Symbol ignored: *
Live - 5,USDSGDq, , , , , , , ,Symbol ignored: *
Live - 5,USDTRYq, , , , , , , ,Symbol ignored: *
Live - 5,USDZAR, , , , , , , ,Symbol ignored: *
Live - 5,USDZARq, , , , , , , ,Symbol ignored: *
Live - 5,XAGUSDq, , , , , , , ,Symbol ignored: *
Live - 5,USDTRY, , , , , , , ,Symbol ignored: *
Live - 5,XAGUSD, , , , , , , ,Symbol ignored: *
Live - 5,XAUUSDq, , , , , , , ,Symbol ignored: *
Live - 5,XAUUSD, , , , , , , ,Symbol ignored: *
Live - 5,.AUS200, , , , , , , ,Symbol ignored: *
Live - 5,.AUS200q, , , , , , , ,Symbol ignored: *
Live - 5,.DE30, , , , , , , ,Symbol ignored: *
Live - 5,.DE30q, , , , , , , ,Symbol ignored: *
Live - 5,.ES35, , , , , , , ,Symbol ignored: *
Live - 5,.ES35q, , , , , , , ,Symbol ignored: *
Live - 5,.F40q, , , , , , , ,Symbol ignored: *
Live - 5,.F40, , , , , , , ,Symbol ignored: *
Live - 5,.HK50q, , , , , , , ,Symbol ignored: *
Live - 5,.HK50, , , , , , , ,Symbol ignored: *
Live - 5,.STOXX50, , , , , , , ,Symbol ignored: *
Live - 5,.STOXX50q, , , , , , , ,Symbol ignored: *
Live - 5,.JP225, , , , , , , ,Symbol ignored: *
Live - 5,.JP225q, , , , , , , ,Symbol ignored: *
Live - 5,.US100, , , , , , , ,Symbol ignored: *
Live - 5,.UK100, , , , , , , ,Symbol ignored: *
Live - 5,.UK100q, , , , , , , ,Symbol ignored: *
Live - 5,.US30, , , , , , , ,Symbol ignored: *
Live - 5,.US30q, , , , , , , ,Symbol ignored: *
Live - 5,.US100q, , , , , , , ,Symbol ignored: *
Live - 5,.US500, , , , , , , ,Symbol ignored: *
Live - 5,.USOilq, , , , , , , ,Symbol ignored: *
Live - 5,.US500q, , , , , , , ,Symbol ignored: *
Live - 5,.USOil, , , , , , , ,Symbol ignored: *
Live - 5,.UKOil, , , , , , , ,Symbol ignored: *
Live - 5,.UKOilq, , , , , , , ,Symbol ignored: *
Live - 5,AUDCADy, , , , , , , ,Symbol ignored: *
Live - 5,AUDCHFy, , , , , , , ,Symbol ignored: *
Live - 5,AUDJPYy, , , , , , , ,Symbol ignored: *
Live - 5,AUDNZDy, , , , , , , ,Symbol ignored: *
Live - 5,CADCHFy, , , , , , , ,Symbol ignored: *
Live - 5,CHFJPYy, , , , , , , ,Symbol ignored: *
Live - 5,CHFSGDy, , , , , , , ,Symbol ignored: *
Live - 5,EURAUDy, , , , , , , ,Symbol ignored: *
Live - 5,EURCHFy, , , , , , , ,Symbol ignored: *
Live - 5,EURGBPy, , , , , , , ,Symbol ignored: *
Live - 5,EURJPYy, , , , , , , ,Symbol ignored: *
Live - 5,AUDUSDy, , , , , , , ,Symbol ignored: *
Live - 5,EURNOKy, , , , , , , ,Symbol ignored: *
Live - 5,EURSGDy, , , , , , , ,Symbol ignored: *
Live - 5,EURSEKy, , , , , , , ,Symbol ignored: *
Live - 5,EURTRYy, , , , , , , ,Symbol ignored: *
Live - 5,EURUSDy, , , , , , , ,Symbol ignored: *
Live - 5,GBPAUDy, , , , , , , ,Symbol ignored: *
Live - 5,GBPCADy, , , , , , , ,Symbol ignored: *
Live - 5,GBPCHFy, , , , , , , ,Symbol ignored: *
Live - 5,GBPJPYy, , , , , , , ,Symbol ignored: *
Live - 5,GBPNZDy, , , , , , , ,Symbol ignored: *
Live - 5,GBPUSDy, , , , , , , ,Symbol ignored: *
Live - 5,NOKJPYy, , , , , , , ,Symbol ignored: *
Live - 5,NOKSEKy, , , , , , , ,Symbol ignored: *
Live - 5,NZDCADy, , , , , , , ,Symbol ignored: *
Live - 5,NZDCHFy, , , , , , , ,Symbol ignored: *
Live - 5,NZDJPYy, , , , , , , ,Symbol ignored: *
Live - 5,NZDUSDy, , , , , , , ,Symbol ignored: *
Live - 5,SGDJPYy, , , , , , , ,Symbol ignored: *
Live - 5,USDCADy, , , , , , , ,Symbol ignored: *
Live - 5,USDCHFy, , , , , , , ,Symbol ignored: *
Live - 5,USDCNHy, , , , , , , ,Symbol ignored: *
Live - 5,USDDKKy, , , , , , , ,Symbol ignored: *
Live - 5,USDHKDy, , , , , , , ,Symbol ignored: *
Live - 5,USDHUFy, , , , , , , ,Symbol ignored: *
Live - 5,USDJPYy, , , , , , , ,Symbol ignored: *
Live - 5,USDMXNy, , , , , , , ,Symbol ignored: *
Live - 5,USDNOKy, , , , , , , ,Symbol ignored: *
Live - 5,USDPLNy, , , , , , , ,Symbol ignored: *
Live - 5,USDSEKy, , , , , , , ,Symbol ignored: *
Live - 5,USDSGDy, , , , , , , ,Symbol ignored: *
Live - 5,USDTRYy, , , , , , , ,Symbol ignored: *
Live - 5,USDZARy, , , , , , , ,Symbol ignored: *
Live - 5,XAGUSDy, , , , , , , ,Symbol ignored: *
Live - 5,XAUUSDy, , , , , , , ,Symbol ignored: *
Live - 5,AUDSGDy, , , , , , , ,Symbol ignored: *
Live - 5,CADJPYy, , , , , , , ,Symbol ignored: *
Live - 5,EURCADy, , , , , , , ,Symbol ignored: *
Live - 5,EURNZDy, , , , , , , ,Symbol ignored: *
Live - 5,.AUS200y, , , , , , , ,Symbol ignored: *
Live - 5,.DE30y, , , , , , , ,Symbol ignored: *
Live - 5,.ES35y, , , , , , , ,Symbol ignored: *
Live - 5,.F40y, , , , , , , ,Symbol ignored: *
Live - 5,.HK50y, , , , , , , ,Symbol ignored: *
Live - 5,.STOXX50y, , , , , , , ,Symbol ignored: *
Live - 5,.JP225y, , , , , , , ,Symbol ignored: *
Live - 5,.UK100y, , , , , , , ,Symbol ignored: *
Live - 5,.US30y, , , , , , , ,Symbol ignored: *
Live - 5,.US100y, , , , , , , ,Symbol ignored: *
Live - 5,.UKOily, , , , , , , ,Symbol ignored: *
Live - 5,.US500y, , , , , , , ,Symbol ignored: *
Live - 5,.USOily, , , , , , , ,Symbol ignored: *
Live - 5,.A50y, , , , , , , ,Symbol ignored: *
Live - 5,EURPLNq, , , , , , , ,Symbol ignored: *
Live - 5,creditearn, , , , , , , ,Symbol ignored: *
Live - 5,USDRUBy, , , , , , , ,Symbol ignored: *
Live - 5,.UKOil.c, , , , , , , ,Symbol ignored: *
Live - 5,.USOil.c, , , , , , , ,Symbol ignored: *
Live - 5,.US500.c, , , , , , , ,Symbol ignored: *
Live - 5,.US100.c, , , , , , , ,Symbol ignored: *
Live - 5,.US30.c, , , , , , , ,Symbol ignored: *
Live - 5,.UK100.c, , , , , , , ,Symbol ignored: *
Live - 5,.JP225.c, , , , , , , ,Symbol ignored: *
Live - 5,.STOXX50.c, , , , , , , ,Symbol ignored: *
Live - 5,.HK50.c, , , , , , , ,Symbol ignored: *
Live - 5,.F40.c, , , , , , , ,Symbol ignored: *
Live - 5,.ES35.c, , , , , , , ,Symbol ignored: *
Live - 5,.DE30.c, , , , , , , ,Symbol ignored: *
Live - 5,.AUS200.c, , , , , , , ,Symbol ignored: *
Live - 5,.A50, , , , , , , ,Symbol ignored: *
Live - 5,.A50q, , , , , , , ,Symbol ignored: *
Live - 5,.AUS200.d, , , , , , , ,Symbol ignored: *
Live - 5,.DE30.d, , , , , , , ,Symbol ignored: *
Live - 5,.ES35.d, , , , , , , ,Symbol ignored: *
Live - 5,.F40.d, , , , , , , ,Symbol ignored: *
Live - 5,.HK50.d, , , , , , , ,Symbol ignored: *
Live - 5,.JP225.d, , , , , , , ,Symbol ignored: *
Live - 5,.STOXX50.d, , , , , , , ,Symbol ignored: *
Live - 5,.UK100.d, , , , , , , ,Symbol ignored: *
Live - 5,.US30.d, , , , , , , ,Symbol ignored: *
Live - 5,.US100.d, , , , , , , ,Symbol ignored: *
Live - 5,.US500.d, , , , , , , ,Symbol ignored: *
Live - 5,.UKOil.d, , , , , , , ,Symbol ignored: *
Live - 5,.USOil.d, , , , , , , ,Symbol ignored: *
Live - 5,AUDCADz, , , , , , , ,Symbol ignored: *
Live - 5,AUDCADx, , , , , , , ,Symbol ignored: *
Live - 5,AUDCHFz, , , , , , , ,Symbol ignored: *
Live - 5,AUDCHFx, , , , , , , ,Symbol ignored: *
Live - 5,AUDJPYz, , , , , , , ,Symbol ignored: *
Live - 5,AUDJPYx, , , , , , , ,Symbol ignored: *
Live - 5,AUDNZDz, , , , , , , ,Symbol ignored: *
Live - 5,AUDNZDx, , , , , , , ,Symbol ignored: *
Live - 5,AUDSGDz, , , , , , , ,Symbol ignored: *
Live - 5,AUDSGDx, , , , , , , ,Symbol ignored: *
Live - 5,AUDUSDz, , , , , , , ,Symbol ignored: *
Live - 5,AUDUSDx, , , , , , , ,Symbol ignored: *
Live - 5,CADCHFz, , , , , , , ,Symbol ignored: *
Live - 5,CADCHFx, , , , , , , ,Symbol ignored: *
Live - 5,CADJPYz, , , , , , , ,Symbol ignored: *
Live - 5,CADJPYx, , , , , , , ,Symbol ignored: *
Live - 5,CHFJPYz, , , , , , , ,Symbol ignored: *
Live - 5,CHFJPYx, , , , , , , ,Symbol ignored: *
Live - 5,CHFSGDz, , , , , , , ,Symbol ignored: *
Live - 5,CHFSGDx, , , , , , , ,Symbol ignored: *
Live - 5,EURAUDz, , , , , , , ,Symbol ignored: *
Live - 5,EURAUDx, , , , , , , ,Symbol ignored: *
Live - 5,EURCADz, , , , , , , ,Symbol ignored: *
Live - 5,EURCADx, , , , , , , ,Symbol ignored: *
Live - 5,EURCHFz, , , , , , , ,Symbol ignored: *
Live - 5,EURCHFx, , , , , , , ,Symbol ignored: *
Live - 5,EURGBPz, , , , , , , ,Symbol ignored: *
Live - 5,EURGBPx, , , , , , , ,Symbol ignored: *
Live - 5,EURJPYz, , , , , , , ,Symbol ignored: *
Live - 5,EURJPYx, , , , , , , ,Symbol ignored: *
Live - 5,EURNOKz, , , , , , , ,Symbol ignored: *
Live - 5,EURNOKx, , , , , , , ,Symbol ignored: *
Live - 5,EURNZDz, , , , , , , ,Symbol ignored: *
Live - 5,EURNZDx, , , , , , , ,Symbol ignored: *
Live - 5,EURSGDz, , , , , , , ,Symbol ignored: *
Live - 5,EURSGDx, , , , , , , ,Symbol ignored: *
Live - 5,EURSEKz, , , , , , , ,Symbol ignored: *
Live - 5,EURSEKx, , , , , , , ,Symbol ignored: *
Live - 5,EURTRYz, , , , , , , ,Symbol ignored: *
Live - 5,EURTRYx, , , , , , , ,Symbol ignored: *
Live - 5,EURUSDx, , , , , , , ,Symbol ignored: *
Live - 5,EURUSDz, , , , , , , ,Symbol ignored: *
Live - 5,GBPAUDz, , , , , , , ,Symbol ignored: *
Live - 5,GBPAUDx, , , , , , , ,Symbol ignored: *
Live - 5,GBPCADz, , , , , , , ,Symbol ignored: *
Live - 5,GBPCADx, , , , , , , ,Symbol ignored: *
Live - 5,GBPCHFz, , , , , , , ,Symbol ignored: *
Live - 5,GBPCHFx, , , , , , , ,Symbol ignored: *
Live - 5,GBPJPYx, , , , , , , ,Symbol ignored: *
Live - 5,GBPJPYz, , , , , , , ,Symbol ignored: *
Live - 5,GBPNZDz, , , , , , , ,Symbol ignored: *
Live - 5,GBPNZDx, , , , , , , ,Symbol ignored: *
Live - 5,GBPUSDz, , , , , , , ,Symbol ignored: *
Live - 5,GBPUSDx, , , , , , , ,Symbol ignored: *
Live - 5,NOKJPYz, , , , , , , ,Symbol ignored: *
Live - 5,NOKJPYx, , , , , , , ,Symbol ignored: *
Live - 5,NOKSEKz, , , , , , , ,Symbol ignored: *
Live - 5,NOKSEKx, , , , , , , ,Symbol ignored: *
Live - 5,NZDCADz, , , , , , , ,Symbol ignored: *
Live - 5,NZDCADx, , , , , , , ,Symbol ignored: *
Live - 5,NZDCHFz, , , , , , , ,Symbol ignored: *
Live - 5,NZDCHFx, , , , , , , ,Symbol ignored: *
Live - 5,NZDJPYz, , , , , , , ,Symbol ignored: *
Live - 5,NZDJPYx, , , , , , , ,Symbol ignored: *
Live - 5,NZDUSDz, , , , , , , ,Symbol ignored: *
Live - 5,NZDUSDx, , , , , , , ,Symbol ignored: *
Live - 5,SGDJPYz, , , , , , , ,Symbol ignored: *
Live - 5,SGDJPYx, , , , , , , ,Symbol ignored: *
Live - 5,USDCADz, , , , , , , ,Symbol ignored: *
Live - 5,USDCADx, , , , , , , ,Symbol ignored: *
Live - 5,USDCHFz, , , , , , , ,Symbol ignored: *
Live - 5,USDCHFx, , , , , , , ,Symbol ignored: *
Live - 5,USDCNHz, , , , , , , ,Symbol ignored: *
Live - 5,USDCNHx, , , , , , , ,Symbol ignored: *
Live - 5,USDDKKz, , , , , , , ,Symbol ignored: *
Live - 5,USDDKKx, , , , , , , ,Symbol ignored: *
Live - 5,USDHKDz, , , , , , , ,Symbol ignored: *
Live - 5,USDHKDx, , , , , , , ,Symbol ignored: *
Live - 5,USDHUFz, , , , , , , ,Symbol ignored: *
Live - 5,USDHUFx, , , , , , , ,Symbol ignored: *
Live - 5,USDJPYz, , , , , , , ,Symbol ignored: *
Live - 5,USDJPYx, , , , , , , ,Symbol ignored: *
Live - 5,USDMXNz, , , , , , , ,Symbol ignored: *
Live - 5,USDMXNx, , , , , , , ,Symbol ignored: *
Live - 5,USDNOKz, , , , , , , ,Symbol ignored: *
Live - 5,USDNOKx, , , , , , , ,Symbol ignored: *
Live - 5,USDPLNz, , , , , , , ,Symbol ignored: *
Live - 5,USDPLNx, , , , , , , ,Symbol ignored: *
Live - 5,USDRUBz, , , , , , , ,Symbol ignored: *
Live - 5,USDSEKz, , , , , , , ,Symbol ignored: *
Live - 5,USDSEKx, , , , , , , ,Symbol ignored: *
Live - 5,USDSGDz, , , , , , , ,Symbol ignored: *
Live - 5,USDSGDx, , , , , , , ,Symbol ignored: *
Live - 5,USDZARz, , , , , , , ,Symbol ignored: *
Live - 5,USDZARx, , , , , , , ,Symbol ignored: *
Live - 5,USDTRYz, , , , , , , ,Symbol ignored: *
Live - 5,USDTRYx, , , , , , , ,Symbol ignored: *
Live - 5,XAGUSDz, , , , , , , ,Symbol ignored: *
Live - 5,XAGUSDx, , , , , , , ,Symbol ignored: *
Live - 5,XAUUSDz, , , , , , , ,Symbol ignored: *
Live - 5,XAUUSDx, , , , , , , ,Symbol ignored: *
Live - 5,.AUS200.z, , , , , , , ,Symbol ignored: *
Live - 5,.AUS200.x, , , , , , , ,Symbol ignored: *
Live - 5,.DE30.z, , , , , , , ,Symbol ignored: *
Live - 5,.DE30.x, , , , , , , ,Symbol ignored: *
Live - 5,.ES35.z, , , , , , , ,Symbol ignored: *
Live - 5,.ES35.x, , , , , , , ,Symbol ignored: *
Live - 5,.F40.z, , , , , , , ,Symbol ignored: *
Live - 5,.F40.x, , , , , , , ,Symbol ignored: *
Live - 5,.HK50.z, , , , , , , ,Symbol ignored: *
Live - 5,.HK50.x, , , , , , , ,Symbol ignored: *
Live - 5,.STOXX50.z, , , , , , , ,Symbol ignored: *
Live - 5,.STOXX50.x, , , , , , , ,Symbol ignored: *
Live - 5,.JP225.z, , , , , , , ,Symbol ignored: *
Live - 5,.JP225.x, , , , , , , ,Symbol ignored: *
Live - 5,.US100.z, , , , , , , ,Symbol ignored: *
Live - 5,.US100.x, , , , , , , ,Symbol ignored: *
Live - 5,.UK100.z, , , , , , , ,Symbol ignored: *
Live - 5,.UK100.x, , , , , , , ,Symbol ignored: *
Live - 5,.US30.z, , , , , , , ,Symbol ignored: *
Live - 5,.US30.x, , , , , , , ,Symbol ignored: *
Live - 5,.US500.z, , , , , , , ,Symbol ignored: *
Live - 5,.US500.x, , , , , , , ,Symbol ignored: *
Live - 5,.USOil.x, , , , , , , ,Symbol ignored: *
Live - 5,.UKOil.x, , , , , , , ,Symbol ignored: *
Live - 5,.UKOil.z, , , , , , , ,Symbol ignored: *
Live - 5,.USOil.z, , , , , , , ,Symbol ignored: *
Live - 5,.AUS200.s, , , , , , , ,Symbol ignored: *
Live - 5,.DE30.s, , , , , , , ,Symbol ignored: *
Live - 5,.ES35.s, , , , , , , ,Symbol ignored: *
Live - 5,.F40.s, , , , , , , ,Symbol ignored: *
Live - 5,.HK50.s, , , , , , , ,Symbol ignored: *
Live - 5,.STOXX50.s, , , , , , , ,Symbol ignored: *
Live - 5,.JP225.s, , , , , , , ,Symbol ignored: *
Live - 5,.US100.s, , , , , , , ,Symbol ignored: *
Live - 5,.UK100.s, , , , , , , ,Symbol ignored: *
Live - 5,.US30.s, , , , , , , ,Symbol ignored: *
Live - 5,.US500.s, , , , , , , ,Symbol ignored: *
Live - 5,.USOil.s, , , , , , , ,Symbol ignored: *
Live - 5,.UKOil.s, , , , , , , ,Symbol ignored: *
Live - 5,BTCEUR.p2p, , , , , , , ,Symbol ignored: *
Live - 5,BTCUSD.p2p, , , , , , , ,Symbol ignored: *
Live - 5,BTCGBP.p2p, , , , , , , ,Symbol ignored: *
Live - 5,ETHEUR.p2p, , , , , , , ,Symbol ignored: *
Live - 5,ETHUSD.p2p, , , , , , , ,Symbol ignored: *
Live - 5,LTCUSD.p2p, , , , , , , ,Symbol ignored: *
Live - 5,LTCEUR.p2p, , , , , , , ,Symbol ignored: *
Live - 5,DSHUSD.p2p, , , , , , , ,Symbol ignored: *
Live - 5,NEOUSD.p2p, , , , , , , ,Symbol ignored: *
Live - 5,XMRUSD.p2p, , , , , , , ,Symbol ignored: *
Live - 5,ZECUSD.p2p, , , , , , , ,Symbol ignored: *
Live - 5,EDOUSD.p2p, , , , , , , ,Symbol ignored: *
Live - 5,EOSUSD.p2p, , , , , , , ,Symbol ignored: *
Live - 5,ETPUSD.p2p, , , , , , , ,Symbol ignored: *
Live - 5,IOTUSD.p2p, , , , , , , ,Symbol ignored: *
Live - 5,OMGUSD.p2p, , , , , , , ,Symbol ignored: *
Live - 5,SANUSD.p2p, , , , , , , ,Symbol ignored: *
Live - 5,XRPUSD.p2p, , , , , , , ,Symbol ignored: *
Live - 5,TRXUSD.p2p, , , , , , , ,Symbol ignored: *
Live - 5,QTMUSD.p2p, , , , , , , ,Symbol ignored: *
Live - 5,AUDCADv, , , , , , , ,Symbol ignored: *
Live - 5,AUDCHFv, , , , , , , ,Symbol ignored: *
Live - 5,AUDJPYv, , , , , , , ,Symbol ignored: *
Live - 5,AUDNZDv, , , , , , , ,Symbol ignored: *
Live - 5,AUDSGDv, , , , , , , ,Symbol ignored: *
Live - 5,AUDUSDv, , , , , , , ,Symbol ignored: *
Live - 5,CADCHFv, , , , , , , ,Symbol ignored: *
Live - 5,CADJPYv, , , , , , , ,Symbol ignored: *
Live - 5,CHFJPYv, , , , , , , ,Symbol ignored: *
Live - 5,CHFSGDv, , , , , , , ,Symbol ignored: *
Live - 5,EURAUDv, , , , , , , ,Symbol ignored: *
Live - 5,EURCADv, , , , , , , ,Symbol ignored: *
Live - 5,EURCHFv, , , , , , , ,Symbol ignored: *
Live - 5,EURGBPv, , , , , , , ,Symbol ignored: *
Live - 5,EURJPYv, , , , , , , ,Symbol ignored: *
Live - 5,EURNZDv, , , , , , , ,Symbol ignored: *
Live - 5,EURSGDv, , , , , , , ,Symbol ignored: *
Live - 5,EURUSDv, , , , , , , ,Symbol ignored: *
Live - 5,GBPAUDv, , , , , , , ,Symbol ignored: *
Live - 5,GBPCADv, , , , , , , ,Symbol ignored: *
Live - 5,GBPCHFv, , , , , , , ,Symbol ignored: *
Live - 5,GBPJPYv, , , , , , , ,Symbol ignored: *
Live - 5,GBPNZDv, , , , , , , ,Symbol ignored: *
Live - 5,GBPUSDv, , , , , , , ,Symbol ignored: *
Live - 5,NZDCADv, , , , , , , ,Symbol ignored: *
Live - 5,NZDCHFv, , , , , , , ,Symbol ignored: *
Live - 5,NZDJPYv, , , , , , , ,Symbol ignored: *
Live - 5,NZDUSDv, , , , , , , ,Symbol ignored: *
Live - 5,SGDJPYv, , , , , , , ,Symbol ignored: *
Live - 5,USDCADv, , , , , , , ,Symbol ignored: *
Live - 5,USDCHFv, , , , , , , ,Symbol ignored: *
Live - 5,USDJPYv, , , , , , , ,Symbol ignored: *
Live - 5,USDSGDv, , , , , , , ,Symbol ignored: *
Live - 5,USDNOKv, , , , , , , ,Symbol ignored: *
Live - 5,USDCNHv, , , , , , , ,Symbol ignored: *
Live - 5,EURNOKv, , , , , , , ,Symbol ignored: *
Live - 5,EURSEKv, , , , , , , ,Symbol ignored: *
Live - 5,EURTRYv, , , , , , , ,Symbol ignored: *
Live - 5,NOKJPYv, , , , , , , ,Symbol ignored: *
Live - 5,NOKSEKv, , , , , , , ,Symbol ignored: *
Live - 5,USDDKKv, , , , , , , ,Symbol ignored: *
Live - 5,USDHKDv, , , , , , , ,Symbol ignored: *
Live - 5,USDHUFv, , , , , , , ,Symbol ignored: *
Live - 5,USDMXNv, , , , , , , ,Symbol ignored: *
Live - 5,USDPLNv, , , , , , , ,Symbol ignored: *
Live - 5,USDRUBv, , , , , , , ,Symbol ignored: *
Live - 5,USDSEKv, , , , , , , ,Symbol ignored: *
Live - 5,USDZARv, , , , , , , ,Symbol ignored: *
Live - 5,USDTRYv, , , , , , , ,Symbol ignored: *
Live - 5,XAUUSDv, , , , , , , ,Symbol ignored: *
Live - 5,XAGUSDv, , , , , , , ,Symbol ignored: *
Live - 5,.AUS200.v, , , , , , , ,Symbol ignored: *
Live - 5,.DE30.v, , , , , , , ,Symbol ignored: *
Live - 5,.ES35.v, , , , , , , ,Symbol ignored: *
Live - 5,.F40.v, , , , , , , ,Symbol ignored: *
Live - 5,.HK50.v, , , , , , , ,Symbol ignored: *
Live - 5,.JP225.v, , , , , , , ,Symbol ignored: *
Live - 5,.STOXX50.v, , , , , , , ,Symbol ignored: *
Live - 5,.UK100.v, , , , , , , ,Symbol ignored: *
Live - 5,.US100.v, , , , , , , ,Symbol ignored: *
Live - 5,.US30.v, , , , , , , ,Symbol ignored: *
Live - 5,.US500.v, , , , , , , ,Symbol ignored: *
Live - 5,.USOil.v, , , , , , , ,Symbol ignored: *
Live - 5,.UKOil.v, , , , , , , ,Symbol ignored: *
Live - 5,EURUSD.a, , , , , , , ,Symbol ignored: *
Live - 5,EURJPY.a, , , , , , , ,Symbol ignored: *
Live - 5,USDJPY.a, , , , , , , ,Symbol ignored: *
Live - 5,AUDUSD.a, , , , , , , ,Symbol ignored: *
Live - 5,.US100.a, , , , , , , ,Symbol ignored: *
Live - 5,XAUUSD.a, , , , , , , ,Symbol ignored: *
Live - 5,XAGUSD.a, , , , , , , ,Symbol ignored: *
Live - 5,BTCUSD.a, , , , , , , ,Symbol ignored: *
Live - 5,USDCHF.a, , , , , , , ,Symbol ignored: *
Live - 5,GBPUSD.a, , , , , , , ,Symbol ignored: *
Live - 5,.DE30.a, , , , , , , ,Symbol ignored: *
Live - 5,.US30.a, , , , , , , ,Symbol ignored: *
Live - 5,EURCHF.a, , , , , , , ,Symbol ignored: *
Live - 5,AUDUSD.b, , , , , , , ,Symbol ignored: *
Live - 5,EURCHF.b, , , , , , , ,Symbol ignored: *
Live - 5,EURJPY.b, , , , , , , ,Symbol ignored: *
Live - 5,EURUSD.b, , , , , , , ,Symbol ignored: *
Live - 5,GBPUSD.b, , , , , , , ,Symbol ignored: *
Live - 5,USDCHF.b, , , , , , , ,Symbol ignored: *
Live - 5,USDJPY.b, , , , , , , ,Symbol ignored: *
Live - 5,XAGUSD.b, , , , , , , ,Symbol ignored: *
Live - 5,XAUUSD.b, , , , , , , ,Symbol ignored: *
Live - 5,.DE30.b, , , , , , , ,Symbol ignored: *
Live - 5,.US30.b, , , , , , , ,Symbol ignored: *
Live - 5,.US100.b, , , , , , , ,Symbol ignored: *
Live - 5,BTCUSD.b, , , , , , , ,Symbol ignored: *
Demo - 1,GBPAUD., , , , , , , ,Symbol ignored: *
Demo - 1,XAGUSD, , , , , , , ,Symbol ignored: *
Demo - 1,XAGUSD!, , , , , , , ,Symbol ignored: *
